Year,Title,Director,Actor,Genre,Age Certification,Imdb
2023,Pathu Thala,Krishna,Silambarasan,Crime thriller,U,5.4
2023,Viduthalai: Part 1,Vetrimaaran,Soori,"Thriller, drama",U/A,7.7
2023,16-08-1947 00:00,N. S. Ponkumar,Gautham Karthik,Action,S,1.8
2023,Burqa,Sarjun KM,Kalaiyarasan,Psychological thriller,U,7.7
2023,Ithu Kathaiyalla Nijam,Kannan Rajamanickam,Santhosh Saravanan,Adult,U/A,8.2
2023,Munthiri Kaadu,Kalanjiyam,Pugazh Mahenthiran,Masala,S,5.4
2023,Racer,Satz Rex,Akil Santosh,Suspense thriller,U,7.7
2023,Thalaikkavasamum 4 Nanbargalum,V. M. Rathnavel,Ananth Nag,"Thriller, fantasy",U/A,1.8
2023,Yevan,K. M. Durai Murugan,Dhileepan Pugazhendhi,Epic,S,7.7
2023,Yosi,Stephen M. Joseph,Abhay Sankar,Thriller,U,8.2
2023,Irandil Ondru Parthuvidu,Chandana Parthiban,Agaran,"Action, drama",U/A,5.4
2023,Ripupbury,Arun Karthik,Mahendran,Comedy drama,S,7.7
2023,Rudhran,S. Kathiresan,Raghava Lawrence,Comedy,U,1.8
2023,Soppana Sundari,S. G. Charles,Aishwarya Rajesh,"Mob, neo-noir",U/A,7.7
2023,Thiruvin Kural,Harish Prabhu,Arulnithi,Erotic thriller,S,8.2
2023,Deiva Machan,Martyn Nirmal Kumar,Vimal,Erotic,U,5.4
2023,Jambu Maharishi,Balaji,Balaji,"Romance, action",U/A,7.7
2023,Maaveeran Pillai,KNR Raja,Vijayalakshmi Veerappan,Comedy horror,S,1.8
2023,Yaanai Mugathaan,Rejishh Midhila,Yogi Babu,Sports comedy,U,7.7
2023,Yaathisai,Dharani Rasendran,Shakti Mithran,"Action, thriller",U/A,8.2
2023,Tamilarasan,Babu Yogeswaran,Vijay Antony,Action thriller,S,5.4
2023,Ponniyin Selvan: II,Mani Ratnam,Vikram,"Period piece, romantic drama",U,7.7
2023,Thudikkuthu Pujam,K. Bhargaviraj,Raghunath,Action-masala,U/A,1.8
2023,Eppodhum Ava Nenaipu,Rama Manickam,Rama Manickam,Political drama,S,7.7
2023,Kulasami,Saravana Sakthi,Vimal,Science fiction,U,8.2
2023,Theerkadarishi,"P. G. Mohan, L. R. Sundarapandi",Ajmal Ameer,Action-drama,U/A,5.4
2023,Uruchidhai,Devaraj,Srinivas,Devotional,S,7.7
2023,Custody[a],Venkat Prabhu,Naga Chaitanya,Action-masala film,U,1.8
2023,Farhana,Nelson Venkatesan,Aishwarya Rajesh,Sports,U/A,7.7
2023,Good Night,Vinayak Chandrasekaran,K. Manikandan,Fantasy,S,8.2
2023,Raavana Kottam,Vikram Sugumaran,Shanthanu Bhagyaraj,Romantic thriller,U,5.4
2023,Siruvan Samuel,Sadhu Burlington,Ajidhan Thavasimuthu,Period piece,U/A,7.7
2023,Karungaapiyam,D. Karthikeyan,Kajal Aggarwal,Comedy thriller,S,1.8
2023,Maruthi Nagar Police Station,Dayal Padmanabhan,Varalaxmi Sarathkumar,Adult comedy,U,7.7
2023,Pichaikkaran 2,Vijay Antony,Vijay Antony,Biographical,U/A,8.2
2023,Yaadhum Oore Yaavarum Kelir,Venkata Krishna Roghanth,Vijay Sethupathi,Political satire,S,5.4
2023,1982 Anbarasin Kaadhal,Ullas Shankar,Ashik Merlin,Gangster-thriller,U,7.7
2023,Kazhuvethi Moorkkan,Sy Gowthama Raj,Arulnithi,Adult thriller,U/A,1.8
2023,Theera Kaadhal,Rohin Venkatesan,Jai,Superhero,S,7.7
2023,Boo,A. L. Vijay,Rakul Preet Singh,Spoof,U,8.2
2023,Kasethan Kadavulada,R. Kannan,Shiva,Adult romance,U/A,5.4
2023,Kathar Basha Endra Muthuramalingam,M. Muthaiah,Arya,Horror,S,7.7
2023,Thotta Siningiye,N. Elongovan,Thanga Pandiyan,Crime,U,1.8
2023,Thuritham,V. Srinivasan,Jegan,Spy thriller,U/A,7.7
2023,Unnaal Ennaal,A. R. Jayakrishnaa,Sonia Agarwal,Drama-thriller,S,8.2
2023,Veeran,ARK Saravan,Hiphop Tamizha Adhi,Comedy-thriller,U,5.4
2023,Bell,R. Vengat Bhuvan,Guru Somasundaram,Action thriller,U/A,7.7
2023,Maalai Nera Mallipoo,Sanjay Narayanan,Vinithra Menon,Romance-thriller,S,1.8
2023,Por Thozhil,Vignesh Raja,R. Sarathkumar,Action masala,U,7.7
2023,Takkar,Karthik G. Krish,Siddharth,Black comedy,U/A,8.2
2023,Valu,Rajaparthiban,Vigunda Selvan,Horror / thriller,S,5.4
2023,Vimanam,Siva Prasad Yanala,Samuthirakani,Action drama,U,7.7
2023,Bommai,Radha Mohan,S. J. Surya,Fantasy thriller,U/A,1.8
2023,Erumbu,Suresh G,Charle,War drama,S,7.7
2023,Asvins,Tarun Teja,Vasanth Ravi,Fantasy comedy,U,8.2
2023,Azhagiya Kanne,R. Vijayakumar,Leo Sivakumar,Comedy-drama,U/A,5.4
2023,Naayaadi,Aadharsh Madhikaandham,Aadharsh Madhikaandham,Fantasy-period,S,7.7
2023,Paayum Oli Nee Yenakku,Karthik Adwait,Vikram Prabhu,Sports drama,U,1.8
2023,Regina,Domin D'Silva,Sunainaa,Historical comedy/Satire,U/A,7.7
2023,Thalainagaram 2,V. Z. Durai,Sundar C.,Horror comedy,S,8.2
2023,Thandatti,Ram Sangaiah,Pasupathy,Action comedy,U,5.4
2023,Maamannan,Mari Selvaraj,Vadivelu,Animation/,U/A,7.7
2023,Kabadi Bro,Sathish Jayaraman,Sujann,Adventure,S,1.8
2023,Kandathai Padikaathey,Jothi Murugan,Adhithya,Comedy thriller,U,7.7
2023,Salmon 3D,Shalil Kallur,Vijay Yesudas,Adventure thriller,U/A,8.2
2023,Bumper,M. Selvakumar,Vetri,Biopic,S,5.4
2023,Chitharikkapattavai,Ramkumar,Ramkumar,Heist-comedy,U,7.7
2023,Infinity,Sai Karthik,Natty,Action-comedy,U/A,1.8
2023,Kadapuraa Kalaikuzhu,Raja Gurusamy,Kaali Venkat,Mob,S,7.7
2023,Rayar Parambarai,Ramnath,Krishna,Family drama,U,8.2
2023,Vil Vithai,S. Hari Uthraa,Arun Micheal Daniel,Road film,U/A,5.4
2023,Annamalaiyin Porulu,Ezhumalai,Ezhumalai,Sci-fi romantic thriller,S,7.7
2023,Baba Black Sheep,Rajmohan Arumugam,Abdul Ayaz,Historical fiction,U,1.8
2023,Maaveeran,Madonne Ashwin,Sivakarthikeyan,Science-fiction thriller,U/A,7.7
2023,Netru Naan Indru Nee,B. Nithianandam,Aadit,Romantic,S,8.2
2023,Aneethi,Vasanthabalan,Arjun Das,Social thriller,U,5.4
2023,Aval Appadithan 2,Chidambaram,Syed Abdagir,Comedy masala,U/A,7.7
2023,Echo,Nawin Ghanesh,Srikanth,Anthology,S,1.8
2023,Kolai,Balaji K. Kumar,Vijay Antony,Heist,U,7.7
2023,Raakadhan,Dinesh Kalaiselvan,Vamsi Krishna,Musical,U/A,8.2
2023,Sathiya Sothanai,Suresh Sangaiah,Premji Amaren,Satire,S,5.4
2023,Sync,Vikas Anand Sridharan,Kishen Das,Political thriller,U,7.7
2023,Appatha,Priyadarshan,Urvashi,Supernatural thriller,U/A,1.8
2023,Aramudaitha Kombu,Jackson Raj,Ananda Kumar,Comic thriller,S,7.7
2023,DD Returns,S. Prem Anand,Santhanam,Spy comedy,U,8.2
2023,Dinosaurs,M. R. Madhavan,Udhay Karthik,Science-fiction comedy,U/A,5.4
2023,LGM,Ramesh Thamilmani,Harish Kalyan,Epic / history,S,7.7
2023,Love,R. P. Bala,Bharath,Biography,U,1.8
2023,Pizza 3: The Mummy,Mohan Govind,Ashwin Kakumanu,Science fiction comedy,U/A,7.7
2023,Terror,Arasu,Arasu,Fantasy horror,S,8.2
2023,Yokkiyan,Saiprabha Meena,Jai Akash,Road thriller,U,5.4
2023,Kallarai,A. B. R.,Sogoramesh,Horror drama,U/A,7.7
2023,Lockdown Diarie,Jolly Bastian,Vihaan Jolly,Thriller drama,S,1.8
2023,Priyamudan Priya,A. J. Sujith,Ashok Kumar,Mystery,U,7.7
2023,Saandrithazh,J. V. R.,Harikumar,Suspense Drama,U/A,8.2
2023,Web,N. Haroon Rasheed,Natty,Neo Noir Thriller,S,5.4
2023,Jailer,Nelson,Rajinikanth,Drama thriller,U,7.7
2023,Vaan Moondru,A. M. R. Murugesh,Delhi Ganesh,Social satire,U/A,1.8
2023,Broken Script,Giovanni Singh,Rio Raj,Romanctic drama,S,7.7
2023,Vivasayi Ennum Naan,P. Pachamuthu,Poovarasan,Historical drama,U,8.2
2023,3.6.9,Shiva Madhav,K. Bhagyaraj,Thiller,U/A,5.4
2023,Adiyae,Vignesh Karthick,G. V. Prakash Kumar,Supernatural comedy,S,7.7
2023,Black 'n' White,S. Dheekshi,Karthik Raj,Supernatural,U,1.8
2023,Kakkan,Prabhu Manikkam,Joseph Baby,Historical,U/A,7.7
2023,Partner,Manoj Damodharan,Aadhi Pinisetty,Horror masala,S,8.2
2023,Ramar Palam,M. Shanmugavel,Madhu,Heist thriller,U,5.4
2023,Harkara,Ram Arun Castro,Kaali Venkat,Fantasy adventure comedy,U/A,7.7
2023,Karumegangal Kalaigindrana,Thangar Bachan,Bharathiraja,Action adventure,S,1.8
2023,Kick,Prashant Raj,Santhanam,Crime drama,U,7.7
2023,Lucky Man,Balaji Venugopal,Yogi Babu,Musical drama,U/A,8.2
2023,Paramporul,C. Aravind Raj,R. Sarathkumar,Horror thriller,S,5.4
2023,Rangoli,Vaali Mohandas Murugan,Hamaresh Sathish,Period,U,7.7
2023,Tamil Kudimagan,Esakki Karvannan,Cheran,Social drama,U/A,1.8
2023,Angaaragan,Mohan Dachu,Sathyaraj,Drama,S,7.7
2023,Noodles,Madhan Dakshinamoorthy,Harish Uthaman,"Action, masala",U,8.2
2023,Oongi Adicha Ondra Ton Weightu Da,G. Siva,G. Siva,Romantic comedy,U/A,5.4
2023,Red Sandal Wood,Guru Ramaanujam,Vetri,Romance,S,7.7
2023,Striker,S. A. Prabhu,Justin Vijay,Romantic drama,U,1.8
2023,Thudikkum Karangal,Velu Doss,Vimal,Crime thriller,U/A,7.7
2023,Aanmeega Azhaippu,Sathyamoorthy Jeyaguru,Sathyamoorthy Jeyaguru,"Thriller, drama",S,8.2
2023,En 6 Vaathiyaar Kaalpanthatta Kuzhu,S. Hari Uthraa,Sharath,Action,U,5.4
2023,Mark Antony,Adhik Ravichandran,Vishal,Psychological thriller,U/A,7.7
2023,Parivarthanai,S. Manibharathi,Surjith,Adult,S,1.8
2023,Aima,Rahul R. Krishna,Yunus Mohammed,Masala,U,7.7
2023,Are You Ok Baby?,Lakshmy Ramakrishnan,Samuthirakani,Suspense thriller,U/A,8.2
2023,Demon,Ramesh Pazhanivel,Sachin Mani,"Thriller, fantasy",S,5.4
2023,Kadathal,Salangai Durai,Damodharan,Epic,U,7.7
2023,Kezhapaya,Yazh Gunasekaran,Kathiresakumar,Thriller,U/A,1.8
2023,Maal,Dinesh Kumaran,Saikarthi,"Action, drama",S,7.7
2023,Ulagammai,V. Jayaprakash,Gouri Kishan,Comedy drama,U,8.2
2023,Chandramukhi 2,P. Vasu,Raghava Lawrence,Comedy,U/A,5.4
2023,Chithha,S. U. Arun Kumar,Siddharth,"Mob, neo-noir",S,7.7
2023,Iraivan,I. Ahmed,Jayam Ravi,Erotic thriller,U,1.8
2023,800,M. S. Sripathy,Madhur Mittal,Erotic,U/A,7.7
2023,Dhillu Irundha Poradu,S. K. Muralidharan,Karthik Doss,"Romance, action",S,8.2
2023,En Iniye Thanimaye,Sagu Pandian,Sreepathy,Comedy horror,U,5.4
2023,Enaku Endey Kidaiyaathu,Vikram Ramesh,Vikram Ramesh,Sports comedy,U/A,7.7
2023,Indha Crime Thappilla,Devakumar,Pandi Kamal,"Action, thriller",S,1.8
2023,Irugapatru,Yuvaraj Dhayalan,Vikram Prabhu,Action thriller,U,7.7
2023,Raththam,C. S. Amudhan,Vijay Antony,"Period piece, romantic drama",U/A,8.2
2023,Shot Boot Three,Arun Vaidyanathan,Sneha,Action-masala,S,5.4
2023,The Road,Arun Vaseegaran,Trisha,Political drama,U,7.7
2023,Akku,Stalin Venkatachalam,Prajin,Science fiction,U/A,1.8
2023,Kundan Satti,P. K. Aghasthi,Sriram,Action-drama,S,7.7
2023,Mayilanji,V. K. Natarajan,Vishnupriyan,Devotional,U,8.2
2023,Pudhu Vedham,Rasavikram,Vignesh,Action-masala film,U/A,5.4
2023,Leo,Lokesh Kanagaraj,Vijay,Sports,S,7.7
2023,Thiraiyin Marupakkam,Nitin Samson,Mohammed Ghouse,Fantasy,U,1.8
2023,Koozhangal,PS Vinothraj,Chellapandi,Romantic thriller,U/A,7.7
2023,Margazhi Thingal,Manoj Bharathiraja,Bharathiraja,Period piece,S,8.2
2023,A Home Away from Home,Kumar G. Venkatesh,Manisa Tait,Comedy thriller,U,5.4
2023,Kapil Returns,Srini Soundarajan,Srini Soundarajan,Adult comedy,U/A,7.7
2023,Kombu Kuthiraigal,Jeera Selvyn,Vinoth Jeeva,Biographical,S,1.8
2023,License,Ganapathi Balamurugan,Rajalakshmi Senthil,Political satire,U,7.7
2023,Ra Ra Sarasukku Ra Ra,Keshav Depur,Karthik Pamidimukkala,Gangster-thriller,U/A,8.2
2023,Rule Number 4,Elwin Bosser,Pratheesh Krishna,Adult thriller,S,5.4
2023,Japan,Raju Murugan,Karthi,Superhero,U,7.7
2023,Jigarthanda DoubleX,Karthik Subbaraj,Raghava Lawrence,Spoof,U/A,1.8
2023,Raid,Karthi,Vikram Prabhu,Adult romance,S,7.7
2023,Kida,Ra. Venkat,Kaali Venkat,Horror,U,8.2
2023,Ambu Naadu Ombathu Kuppam,G. Rajaji,Sangakiri Manickam,Crime,U/A,5.4
2023,Chaitra,M. Jenithkumar,Yashika Aannand,Spy thriller,S,7.7
2023,80s Buildup,Kalyaan,Santhanam,Drama-thriller,U,1.8
2023,Azhagai Pookuthe,G. Raj,Raj,Comedy-thriller,U/A,7.7
2023,Joe,Hariharan Ram,Rio Raj,Action thriller,S,8.2
2023,Kuiko,T. Arul Chezhian,Vidharth,Romance-thriller,U,5.4
2023,Locker,Rajasekar Natarajan,Vignesh Shanmugam,Action masala,U/A,7.7
2023,Sila Nodigalil,Vinay Bharadwaj,Richard Rishi,Black comedy,S,1.8
2023,Annapoorani,Nilesh Krishnaa,Nayanthara,Horror / thriller,U,7.7
2023,Naadu,M. Saravanan,Tharshan,Action drama,U/A,8.2
2023,Parking,Ramkumar Balakrishnan,Harish Kalyan,Fantasy thriller,S,5.4
2023,Sooragan,Sathish Geethakumar,Karthikeyan,War drama,U,7.7
2023,Va Varalam Va,L. G. Ravichandran,Balaji Murugadoss,Fantasy comedy,U/A,1.8
2023,Aathmika,Damodharan Selvakumar,Ananth Nag,Comedy-drama,S,7.7
2023,Aval Peyar Rajni,Vinil Scariah Varghese,Kalidas Jayaram,Fantasy-period,U,8.2
2023,Conjuring Kannappan,Selvin Raj Xavier,Sathish,Sports drama,U/A,5.4
2023,Kattil,E. V. Ganesh Babu,E. V. Ganesh Babu,Historical comedy/Satire,S,7.7
2023,Thee Ivan,Jayamurugan Muthusamy,Karthik,Horror comedy,U,1.8
2023,Aghori,D. S. Rajkumar,Sidhu Sid,Action comedy,U/A,7.7
2023,Fight Club,Abbas Ansari Rahmath,Vijay Kumar,Animation/,S,8.2
2023,Kannagi,Yashwanth Kishore,Keerthi Pandian,Adventure,U,5.4
2023,Paatti Sollai Thattathe,Hemasooriya,RJ Vijay,Comedy thriller,U/A,7.7
2023,Sri Sabari Ayyappan,Raja Desingu,Vijay Prasath,Adventure thriller,S,1.8
2023,Theedhum Soodhum Endhan Mugavari,Ghitha Mohhan,Sreekumar Jay,Biopic,U,7.7
2023,Vivesini,Bhavan Rajagopalan,Kavya,Heist-comedy,U/A,8.2
2023,Aayiram Porkaasukal,Ravi Murukaya,Vidharth,Action-comedy,S,5.4
2023,Jigiri Dosthu,Aran Vetriselvakkuma,Shariq Hassan,Mob,U,7.7
2023,Miriam Maa,Malathy Narayan,Rekha,Family drama,U/A,1.8
2023,Rajini Rasigan,Dheena,Dheena,Road film,S,7.7
2023,Saba Nayagan,C. S. Karthikeyan,Ashok Selvan,Sci-fi romantic thriller,U,8.2
2023,Jai Vijayam,Jai Akash,Jai Akash,Historical fiction,U/A,5.4
2023,Mathimaran,Mantra Veerapandian,Venkat Senguttuvan,Science-fiction thriller,S,7.7
2023,Moondram Manithan,Ramdev,Sonia Agarwal,Romantic,U,1.8
2023,Moothakudi,Ravi Bhargavan,Tarun Gopi,Social thriller,U/A,7.7
2023,Nandhi Varman,Perumal Varadhan,Suresh Ravi,Comedy masala,S,8.2
2023,Odavum Mudiyadhu Oliyavum Mudiyadhu,Ramesh Venkat,Sathyamurthi,Anthology,U,5.4
2023,Peikku Kalyanam,Suci Eswar,Rajkumar,Heist,U/A,7.7
2023,Route No. 17,Abhilash G. Devan,Jithan Ramesh,Musical,S,1.8
2023,Sarakku,Jayakumar,Mansoor Ali Khan,Satire,U,7.7
2023,TikTok,MK,Rajaji,Political thriller,U/A,8.2
2023,Vattara Vazhakku,Kannuchamy Ramachandran,Santhosh Nambirajan,Supernatural thriller,S,5.4
2024,Aranam,Piriyan,Piriyan,Comic thriller,U,7.7
2024,Enga Veetla Party,Perarasu,Saasana Sivaprakash,Spy comedy,U/A,1.8
2024,Kumbaari,Kevin Joseph,Vijay Vishwa,Science-fiction comedy,S,7.7
2024,Ayalaan,R. Ravikumar,Sivakarthikeyan,Epic / history,U,8.2
2024,Captain Miller,Arun Matheswaran,Dhanush,Biography,U/A,5.4
2024,Merry Christmas[a],Sriram Raghavan,Vijay Sethupathi,Science fiction comedy,S,7.7
2024,Mission: Chapter 1,A. L. Vijay,Arun Vijay,Fantasy horror,U,1.8
2024,Sevappi,M.S Raaja,Poornima Ravi,Road thriller,U/A,7.7
2024,Blue Star,S. Jayakumar,Ashok Selvan,Horror drama,S,8.2
2024,Mudakkaruthaan,K. Veerababu,K. Veerababu,Thriller drama,U,5.4
2024,Singapore Saloon,Gokul,RJ Balaji,Mystery,U/A,7.7
2024,Thookudurai,Dennis Manjunath,Yogi Babu,Suspense Drama,S,1.8
2024,Local Sarakku,S. P. Rajkumar,Yogi Babu,Neo Noir Thriller,U,7.7
2024,Niyathi,Naveen Kumar,Naveen Kumar,Drama thriller,U/A,8.2
2024,Tha Naa,A. Vasanth Kumar,VR Vinayak,Social satire,S,5.4
2024,Chiclets[b],Muthu M.,Sathvik Varma,Romanctic drama,U,7.7
2024,Devil,G. R. Aathityaa,Vidharth,Historical drama,U/A,1.8
2024,Marakkuma Nenjam,Raako.Yoagandran,Rakshan,Thiller,S,7.7
2024,Vadakkupatti Ramasamy,Karthik Yogi,Santhanam,Supernatural comedy,U,8.2
2024,E-mail,SR Rajan,Ragini Dwivedi,Supernatural,U/A,5.4
2024,Ippadiku Kadhal,Bharath Mohan,Bharath,Historical,S,7.7
2024,Lal Salaam,Aishwarya Rajinikanth,Rajinikanth,Horror masala,U,1.8
2024,Lover,Prabhuram Vyas,Manikandan,Heist thriller,U/A,7.7
2024,Aanthai,Millat Ahmad,Vikkas,Fantasy adventure comedy,S,8.2
2024,Eppodhum Raja,H. Murugan,Viji,Action adventure,U,5.4
2024,Ettum Varai Ettu,VelWishvaa,Nandhakumar,Crime drama,U/A,7.7
2024,Kazhu Maram,Kottachi Annamagan,Kottachi Annamagan,Musical drama,S,1.8
2024,Siren,Antony Bhagyaraj,Jayam Ravi,Horror thriller,U,7.7
2024,Birthmark,Vikram Shreedharan,Shabeer Kallarakkal. Mirnaa Menon,Period,U/A,8.2
2024,Byri,John Glady,Syed Majeed,Social drama,S,5.4
2024,Glassmates,Sharavana Shakthi,Angaiyarkannan,Drama,U,7.7
2024,Ninaivellam Neeyada,Aadhiraajan,Prajan,"Action, masala",U/A,1.8
2024,Operation Laila,A. Venkatesh,Srikanth,Romantic comedy,S,7.7
2024,Pambattam,V. C. Vadivudaiyan,Jeevan,Romance,U,8.2
2024,Ranam Aram Thavarel,Sherief,Vaibhav,Romantic drama,U/A,5.4
2024,Vithaikkaaran,Venki,Sathish,Crime thriller,S,7.7
2024,Athomugam,Sunil Dev,S. P. Siddarth,"Thriller, drama",U,1.8
2024,Ayyayoh,"Sivaganesan, Rajeswari Bagyaraj, Harikumar Rajan",Bagyaraj,Action,U/A,7.7
2024,Joshua: Imai Pol Kaakha,Gautham Vasudev Menon,Varun,Psychological thriller,S,8.2
2024,Por[a],Bejoy Nambiar,Arjun Das,Adult,U,5.4
2024,Sathamindri Mutham Tha,Raj Dev,Srikanth,Masala,U/A,7.7
2024,Arimapatti Sakthivel,Ramesh Kandhasamy,Charle,Suspense thriller,S,1.8
2024,Guardian,"Sabari, Gurusaravanan",Hansika Motwani,"Thriller, fantasy",U,7.7
2024,J Baby,Suresh Mari,Urvashi,Epic,U/A,8.2
2024,Nalla Perai Vaanga Vendum Pillaigale,Prasad Ramar,Senthur Pandiyan,Thriller,S,5.4
2024,Singappenney,JSB Sathish,Shilpa Manjunath,"Action, drama",U,7.7
2024,Unarvugal Thodarkadhai,Balu Sharma,Hrishikesh,Comedy drama,U/A,1.8
2024,Aaraichi,Ravi Selvan,Anish,Comedy,S,7.7
2024,Amigo Garage,Prasanth Nagarajan,Master Mahendran,"Mob, neo-noir",U,8.2
2024,Kaaduvetty,Solai Arumugam,R. K. Suresh,Erotic thriller,U/A,5.4
2024,Yaavarum Vallavare,N.A. Rajendra Chakravarthy,Samuthirakani,Erotic,S,7.7
2024,Chittu 2020,Karthik Vijayakumar,Kishore,"Romance, action",U,1.8
2024,Muniyandiyin Muni Paichal,Raja Mohamed,Jayakanth,Comedy horror,U/A,7.7
2024,Rebel,Nikesh.R.S,G. V. Prakash Kumar,Sports comedy,S,8.2
2024,Boomer Uncle,Swadeesh M.S,Oviya,"Action, thriller",U,5.4
2024,Eppura,AR Raajesh,Vijay Murugan,Action thriller,U/A,7.7
2024,Hot Spot,Vignesh Karthick,Kalaiyarasan,"Period piece, romantic drama",S,1.8
2024,Idi Minnal Kadhal,Balaji Madhavan,Ciby Bhuvana Chandran,Action-masala,U,7.7
2024,Netru Indha Neram,Sai Roshan KR,Shariq Hassan,Political drama,U/A,8.2
2024,The Boys,Santhosh P. Jayakumar,Santhosh P. Jayakumar,Science fiction,S,5.4
2024,Veppam Kulir Mazhai,Pascal Vedamuthu,Dhirav.G,Action-drama,U,7.7
2024,Kalvan,P.V. Shankar,G. V. Prakash Kumar,Devotional,U/A,1.8
2024,Aalakaalam,Jaya Krishnamoorthy,Easwari Rao,Action-masala film,S,7.7
2024,Double Tuckerr,Meera Mahadhi,Dheeraj,Sports,U,8.2
2024,Iravin Kangal,Pop Suresh,Pop Suresh,Fantasy,U/A,5.4
2024,Oru Thavaru Seidhal,Mani Dhamodharan,M. S. Bhaskar,Romantic thriller,S,7.7
2024,White Rose,K. Rajashekar,Anandhi,Period piece,U,1.8
2024,Dear,Anand Ravichandran,G. V. Prakash Kumar,Comedy thriller,U/A,7.7
2024,Romeo,Vinayak Vaithianathan,Vijay Antony,Adult comedy,S,8.2
2024,Vaa Pagandaya,B Jayakumar,Vijaya Dinesh,Biographical,U,5.4
2024,Pon Ondru Kanden,V. Priya,Ashok Selvan,Political satire,U/A,7.7
2024,Vallavan Vaguthadhada,Vinayek Durai,Tej Charanraj,Gangster-thriller,S,1.8
2024,Finder Project 1,Vinoth Rajendran,Charle,Adult thriller,U,7.7
2024,Never Escape,DSRI Aravindh Dev Raj,Robert,Superhero,U/A,8.2
2024,Rooban,Ayyappan,Vijay Prasath,Spoof,S,5.4
2024,Siragan,Venkateshwaraj,Gajaraj,Adult romance,U,7.7
2024,Ingu Mirugangal Vaazhum Idam,S.Sasi Kumar,Finejohn,Horror,U/A,1.8
2024,Kolai Thooram,Prabu,Yuvan Prabhakaran,Crime,S,7.7
2024,Oru Nodi,B. Manivarman,Thaman Kumar,Spy thriller,U,8.2
2024,Rathnam,Hari,Vishal,Drama-thriller,U/A,5.4
2024,Akkaran,Arun K Prasad,M. S. Bhaskar,Comedy-thriller,S,7.7
2024,Aranmanai 4,Sundar C,Sundar C,Action thriller,U,1.8
2024,Kurangu Pedal,Kamalakannan,Santhosh Velmurugan,Romance-thriller,U/A,7.7
2024,Ninnu Vilayadu,C. Soundararajan,Dinesh Master,Action masala,S,8.2
2024,Maayavan Vettai,Sikkal Rajesh,Sikkal Rajesh,Black comedy,U,5.4
2024,Rasavathi,Santhakumar,Arjun Das,Horror / thriller,U/A,7.7
2024,Star,Elan,Kavin,Action drama,S,1.8
2024,Uyir Thamizhukku,Adham Bava,Ameer,Fantasy thriller,U,7.7
2024,Election,Thamizh,Vijay Kumar,War drama,U/A,8.2
2024,Inga Naan Thaan Kingu,Anand Narayan,Santhanam,Fantasy comedy,S,5.4
2024,Kanni,Mayon Siva Thorapadi,Ashwini Chandrashekar,Comedy-drama,U,7.7
2024,Padikada Pakkangal,Selvam Mathappan,Yashika Aannand,Fantasy-period,U/A,1.8
2024,Saamaniyan,R Rakesh,Ramarajan,Sports drama,S,7.7
2024,Konjam Pesinaal Yenna,Giri Murphy,Vinoth Kishan,Historical comedy/Satire,U,8.2
2024,Pagalariyaan,Murugan,Vetri,Horror comedy,U/A,5.4
2024,PT Sir,Karthik Venugopalan,Hiphop Tamizha,Action comedy,S,7.7
2024,Bujji At Anupatti,Raam Kandasamy,Kamalkumar,Animation/,U,1.8
2024,Garudan,R. S. Durai Senthilkumar,Soori,Adventure,U/A,7.7
2024,Hit List,"Sooryakathir Kaakkallar, K. Karthikeyan",R. Sarathkumar,Comedy thriller,S,8.2
2024,The Akaali,Mohamed Asif Hameed,Swayam Siddha,Adventure thriller,U,5.4
2024,Anjaamai,S. P. Subburaman,Vidharth,Biopic,U/A,7.7
2024,Haraa,Vijay Sri G,Mohan,Heist-comedy,S,1.8
2024,Ini Oru Kadhal Seivom,Hariharan S,Ajay Balakrishna,Action-comedy,U,7.7
2024,Kaazh,Mohanraj VJ,Yugendran,Mob,U/A,8.2
2024,Weapon,Guhan Senniappan,Sathyaraj,Family drama,S,5.4
2024,Maharaja,Nithilan Saminathan,Vijay Sethupathi,Road film,U,7.7
2024,Pithala Maathi,Manika Vidya,Umapathy Ramaiah,Sci-fi romantic thriller,U/A,1.8
2024,Bayamariya Brammai,Rahul Kabali,JD,Historical fiction,S,7.7
2024,Laandhar,Sajisaleem,Vidharth,Science-fiction thriller,U,8.2
2024,Rail,Bhaskar Sakthi,Kungumaraj Muthusamy,Romantic,U/A,5.4
2024,7/G,Haroon,Sonia Agarwal,Social thriller,S,7.7
2024,Emagadhagan,Kishan Raj,Vattakara Sathish,Comedy masala,U,1.8
2024,Kavundampalayam,Ranjith,Ranjith,Anthology,U/A,7.7
2024,Naanum Oru Azhagi,Pozhikkarayan K,K. Arun,Heist,S,8.2
2024,Udhir @ Poomara Kathu,Gnana Arockiaraj,Santhosh Saravanan,Musical,U,5.4
2024,Indian 2,S. Shankar,Kamal Haasan,Satire,U/A,7.7
2024,RK Vellimegham,Sainu Chavakkadan,Vijay Gowrish,Political thriller,S,1.8
2024,Teenz,Radhakrishnan Parthiban,Prashitha Nazir,Supernatural thriller,U,7.7
2024,Raayan,Dhanush,Dhanush,Comic thriller,U/A,8.2
2024,Boat,Chimbu Deven,Yogi Babu,Spy comedy,S,5.4
2024,Pechi,Ramachandran B,Gayathrie,Science-fiction comedy,U,7.7
2024,Freedom,Sathyasiva,Sasikumar,Epic / history,U/A,1.8
2024,Raghu Thatha,Suman Kumar,Keerthy Suresh,Biography,S,7.7
